satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary,left
0.77,0.71,5,250,3,Accident,No promotion,sales,medium,No
0.24,0.89,5,142,4,No accident,No promotion,support,medium,No
0.53,0.87,3,151,2,No accident,No promotion,RandD,low,No
0.76,0.83,3,186,2,Accident,No promotion,RandD,medium,No
0.53,0.56,5,236,4,Accident,No promotion,support,high,No
0.9,0.62,5,225,2,No accident,No promotion,sales,medium,No
0.91,0.78,4,169,4,No accident,No promotion,accounting,low,No
0.58,0.79,4,149,6,No accident,No promotion,sales,medium,No
0.67,1,3,201,4,No accident,No promotion,marketing,medium,No
0.93,0.73,4,156,2,No accident,No promotion,support,low,No
0.71,0.68,5,226,3,No accident,No promotion,technical,low,No
0.55,0.71,4,181,2,Accident,No promotion,RandD,low,No
0.88,0.87,5,257,3,No accident,No promotion,IT,medium,No
0.57,0.66,4,158,2,No accident,No promotion,sales,low,No
0.95,0.87,4,135,3,No accident,No promotion,technical,low,No
0.33,0.4,4,212,2,Accident,No promotion,accounting,low,No
0.78,0.67,4,221,3,Accident,No promotion,support,low,No
0.53,0.53,4,205,3,No accident,No promotion,sales,low,No
0.8,0.81,5,156,2,No accident,No promotion,sales,low,No
0.24,0.53,6,165,5,No accident,No promotion,hr,low,No
1,0.59,4,174,3,No accident,No promotion,hr,low,No
0.48,0.72,4,186,3,No accident,No promotion,RandD,low,No
0.91,0.5,3,178,2,No accident,No promotion,product_mng,low,No
0.81,0.62,5,201,3,Accident,No promotion,sales,medium,No
0.68,0.89,5,218,5,No accident,No promotion,sales,low,No
0.85,0.55,5,182,3,No accident,No promotion,technical,low,No
0.98,0.87,3,239,4,No accident,No promotion,support,medium,No
0.62,0.79,4,216,2,Accident,No promotion,technical,low,No
0.64,0.83,3,188,4,No accident,No promotion,sales,low,No
0.88,0.71,5,219,2,No accident,No promotion,IT,medium,No
0.97,0.63,3,133,3,No accident,No promotion,hr,low,No
0.69,0.83,5,225,3,No accident,No promotion,management,low,No
0.66,0.51,6,105,4,No accident,No promotion,IT,high,No
0.83,0.74,3,259,3,Accident,No promotion,accounting,low,No
0.56,0.82,3,208,2,No accident,No promotion,support,medium,No
0.62,0.59,3,128,3,No accident,No promotion,RandD,medium,No
0.63,0.98,4,187,3,No accident,No promotion,management,high,No
0.84,0.99,2,184,2,No accident,No promotion,sales,high,No
0.69,0.93,3,228,4,No accident,No promotion,technical,medium,No
0.57,0.7,4,237,6,No accident,No promotion,accounting,low,No
0.94,0.91,5,254,3,No accident,No promotion,accounting,low,No
0.58,0.57,5,205,2,No accident,No promotion,marketing,high,No
0.89,0.68,4,258,2,Accident,No promotion,sales,low,No
0.99,0.86,3,167,2,No accident,No promotion,sales,low,No
0.66,0.99,3,228,2,No accident,No promotion,technical,low,No
0.49,0.89,4,201,8,No accident,No promotion,sales,medium,No
0.88,0.95,3,137,3,No accident,No promotion,sales,low,No
0.77,0.8,3,147,3,No accident,No promotion,IT,low,No
0.89,0.9,3,240,3,No accident,No promotion,sales,high,No
0.6,0.63,3,182,3,No accident,No promotion,accounting,medium,No
0.67,0.56,3,193,2,Accident,No promotion,IT,medium,No
0.5,0.56,3,164,3,No accident,No promotion,accounting,medium,No
0.94,0.59,5,250,3,No accident,No promotion,hr,low,No
0.59,0.71,5,169,2,No accident,No promotion,sales,low,No
0.49,0.92,4,229,2,No accident,No promotion,technical,low,No
0.64,0.93,4,233,2,Accident,No promotion,technical,medium,No
0.58,0.9,5,224,3,No accident,No promotion,RandD,high,No
0.72,0.86,3,231,3,Accident,No promotion,sales,medium,No
0.94,0.8,4,228,2,No accident,No promotion,RandD,low,No
0.42,0.54,3,122,4,No accident,No promotion,support,low,No
0.48,0.84,4,186,7,No accident,Promotion,management,medium,No
0.67,0.73,3,203,2,No accident,No promotion,technical,low,No
0.63,0.62,4,286,5,Accident,No promotion,RandD,low,No
0.4,0.46,2,109,3,No accident,No promotion,IT,low,No
0.16,0.96,5,137,5,Accident,No promotion,technical,low,No
0.54,0.63,5,259,2,No accident,No promotion,sales,medium,No
0.94,0.7,3,271,4,No accident,No promotion,sales,medium,No
0.57,0.75,4,249,10,No accident,No promotion,product_mng,medium,No
0.73,0.89,5,223,3,No accident,No promotion,sales,low,No
0.95,0.49,4,229,3,No accident,No promotion,product_mng,medium,No
0.83,0.69,4,233,2,No accident,No promotion,sales,medium,No
0.5,0.55,3,176,3,No accident,No promotion,sales,low,No
0.94,0.7,6,217,5,No accident,No promotion,sales,low,No
0.66,0.49,4,157,3,No accident,No promotion,sales,low,No
0.7,0.87,3,166,2,No accident,No promotion,IT,medium,No
0.52,0.38,2,103,3,No accident,No promotion,support,medium,No
0.94,0.73,3,154,3,No accident,No promotion,technical,low,No
0.89,0.99,4,258,3,Accident,No promotion,technical,medium,No
0.6,0.7,4,145,6,No accident,No promotion,IT,low,No
0.53,0.37,3,180,3,No accident,No promotion,support,medium,No
0.92,0.68,5,210,2,No accident,No promotion,product_mng,low,No
0.27,0.75,5,264,3,No accident,No promotion,technical,medium,No
0.76,0.75,3,239,2,No accident,No promotion,hr,low,No
0.81,0.62,4,255,4,Accident,No promotion,technical,low,No
0.83,0.78,5,240,3,No accident,No promotion,accounting,high,No
0.35,0.58,3,103,3,No accident,No promotion,hr,low,No
0.71,0.58,3,194,4,No accident,No promotion,sales,low,No
0.4,0.85,5,99,2,Accident,No promotion,support,high,No
0.67,0.99,4,247,3,Accident,No promotion,RandD,low,No
0.74,0.38,2,126,3,No accident,No promotion,sales,medium,No
0.69,0.73,3,231,2,Accident,No promotion,management,high,No
0.58,0.75,4,186,2,No accident,No promotion,product_mng,low,No
0.79,0.87,5,240,2,Accident,No promotion,technical,medium,No
0.86,0.57,3,162,7,No accident,No promotion,sales,medium,No
0.89,0.93,4,245,4,No accident,No promotion,sales,medium,No
0.17,0.36,6,191,2,No accident,No promotion,product_mng,medium,No
0.62,0.91,3,195,3,No accident,No promotion,sales,medium,No
0.52,0.88,3,261,4,No accident,No promotion,sales,medium,No
0.53,0.71,4,271,3,No accident,No promotion,IT,medium,No
0.58,0.84,4,150,4,Accident,No promotion,sales,low,No
0.76,0.56,3,179,3,Accident,No promotion,sales,low,No
0.68,1,4,185,2,Accident,No promotion,sales,low,No
0.69,0.84,3,227,3,Accident,No promotion,sales,high,No
0.54,0.74,2,166,3,No accident,No promotion,sales,medium,No
0.2,0.42,4,256,5,No accident,No promotion,hr,low,No
0.82,0.87,5,145,6,No accident,No promotion,hr,medium,No
0.45,0.62,6,129,5,No accident,No promotion,support,low,No
0.56,0.41,2,194,2,No accident,No promotion,sales,medium,No
0.77,0.94,4,224,2,No accident,No promotion,management,low,No
0.67,0.92,5,258,3,No accident,No promotion,technical,high,No
0.96,0.81,3,247,3,No accident,No promotion,RandD,low,No
0.78,0.93,4,161,3,No accident,No promotion,sales,low,No
0.18,0.46,5,202,4,No accident,No promotion,support,medium,No
0.63,0.59,3,155,3,Accident,No promotion,sales,medium,No
0.66,0.89,4,169,4,No accident,No promotion,support,low,No
1,0.52,4,171,4,No accident,No promotion,hr,medium,No
0.81,0.78,3,165,3,No accident,No promotion,technical,high,No
0.91,0.61,4,135,10,No accident,No promotion,accounting,medium,No
0.55,0.82,3,248,2,No accident,No promotion,accounting,high,No
0.37,0.82,3,199,5,No accident,No promotion,management,medium,No
0.73,0.67,2,139,8,No accident,No promotion,sales,medium,No
0.84,0.93,3,159,3,No accident,No promotion,sales,low,No
0.83,0.57,2,246,5,Accident,No promotion,accounting,low,No
0.68,0.51,5,158,3,No accident,No promotion,technical,medium,No
0.6,0.73,3,140,5,Accident,No promotion,hr,low,No
0.54,0.53,4,158,2,No accident,No promotion,technical,medium,No
1,0.96,4,155,3,No accident,No promotion,support,medium,No
0.81,0.47,4,153,7,No accident,No promotion,product_mng,low,No
0.5,0.7,3,188,2,No accident,No promotion,sales,low,No
0.73,0.69,3,228,2,No accident,Promotion,sales,medium,No
0.81,0.79,4,177,2,No accident,No promotion,hr,high,No
0.75,0.58,3,159,3,No accident,No promotion,technical,medium,No
0.49,0.71,2,117,3,No accident,No promotion,marketing,high,No
0.98,0.89,4,169,3,No accident,No promotion,technical,medium,No
0.71,0.95,3,150,2,No accident,No promotion,technical,low,No
0.76,0.71,3,205,2,No accident,No promotion,support,medium,No
0.95,0.5,4,242,2,No accident,No promotion,support,medium,No
0.8,0.8,4,252,6,No accident,No promotion,hr,medium,No
0.61,0.77,4,252,2,No accident,No promotion,sales,low,No
0.67,0.55,4,256,6,No accident,No promotion,hr,low,No
0.93,0.58,3,215,3,No accident,No promotion,sales,medium,No
0.98,0.64,4,134,3,Accident,No promotion,technical,low,No
0.6,0.86,6,247,6,No accident,No promotion,product_mng,medium,No
0.43,0.51,5,168,4,No accident,No promotion,product_mng,medium,No
0.87,0.74,3,209,3,No accident,No promotion,accounting,medium,No
0.73,0.86,3,200,4,No accident,No promotion,technical,medium,No
0.63,0.5,4,172,2,No accident,No promotion,technical,low,No
0.16,0.96,6,211,6,Accident,No promotion,RandD,low,No
0.56,0.95,3,241,3,No accident,No promotion,support,medium,No
0.54,0.94,5,229,3,Accident,No promotion,product_mng,low,No
0.95,0.58,3,193,2,No accident,No promotion,accounting,medium,No
0.7,0.74,3,212,3,No accident,No promotion,sales,low,No
0.14,0.8,5,226,3,No accident,No promotion,sales,medium,No
0.44,0.38,3,197,2,No accident,No promotion,sales,medium,No
0.47,0.55,2,156,2,No accident,No promotion,management,medium,No
0.45,0.69,5,193,3,No accident,No promotion,sales,low,No
0.83,0.74,4,233,3,No accident,No promotion,accounting,medium,No
0.79,0.61,4,162,2,No accident,No promotion,sales,medium,No
0.59,0.99,3,235,2,No accident,No promotion,management,medium,No
0.96,0.72,3,157,3,No accident,No promotion,sales,medium,No
0.88,0.65,5,228,3,No accident,No promotion,sales,medium,No
0.79,0.67,4,267,3,No accident,No promotion,sales,low,No
0.52,0.55,4,243,2,No accident,No promotion,RandD,medium,No
0.49,0.85,3,250,2,No accident,No promotion,sales,medium,No
0.59,0.6,3,214,2,Accident,No promotion,product_mng,low,No
0.87,0.68,3,257,3,No accident,No promotion,technical,low,No
0.54,0.53,4,245,2,No accident,No promotion,technical,low,No
0.73,0.41,2,231,6,Accident,No promotion,sales,medium,No
0.19,0.86,4,192,4,No accident,No promotion,sales,low,No
0.92,0.55,3,172,2,No accident,No promotion,technical,high,No
0.92,0.51,5,214,3,No accident,No promotion,hr,low,No
0.92,0.77,5,217,4,No accident,No promotion,marketing,low,No
0.23,0.77,4,140,5,No accident,No promotion,accounting,medium,No
0.68,0.4,3,213,5,Accident,Promotion,sales,low,No
0.48,0.98,4,174,3,No accident,No promotion,sales,low,No
0.78,0.96,2,285,3,No accident,No promotion,sales,high,No
0.58,0.69,4,223,4,No accident,No promotion,sales,low,No
0.42,0.96,6,173,3,No accident,No promotion,sales,medium,No
0.58,0.53,4,192,4,No accident,No promotion,IT,medium,No
0.66,0.58,4,244,3,No accident,No promotion,sales,medium,No
0.81,0.77,4,197,3,No accident,No promotion,marketing,low,No
0.49,0.77,4,218,2,No accident,No promotion,technical,low,No
0.99,0.65,3,209,2,Accident,No promotion,support,low,No
0.19,0.79,4,229,4,No accident,No promotion,product_mng,medium,No
0.6,0.85,2,226,2,Accident,No promotion,technical,medium,No
0.35,0.63,3,156,3,No accident,No promotion,sales,medium,No
0.78,0.72,3,255,4,Accident,No promotion,management,low,No
0.22,0.92,6,220,4,Accident,No promotion,sales,low,No
0.58,0.61,4,200,3,No accident,No promotion,technical,low,No
0.99,0.77,5,222,2,No accident,No promotion,accounting,medium,No
0.64,0.99,5,262,5,No accident,No promotion,sales,low,No
0.64,0.73,3,142,3,No accident,No promotion,marketing,low,No
0.53,0.57,5,141,3,Accident,No promotion,technical,high,No
0.44,0.58,4,152,3,No accident,No promotion,technical,low,No
0.74,0.48,5,144,3,No accident,No promotion,sales,medium,No
0.63,0.71,4,244,2,No accident,No promotion,support,low,No
0.72,0.62,3,270,4,No accident,No promotion,sales,low,No
0.51,0.6,4,140,3,No accident,No promotion,marketing,medium,No
0.8,0.96,5,124,3,No accident,No promotion,sales,low,No
0.48,0.49,3,268,3,No accident,No promotion,hr,low,No
0.85,0.5,3,168,2,Accident,No promotion,marketing,medium,No
0.85,1,5,244,2,No accident,No promotion,product_mng,medium,No
0.76,0.6,3,140,2,No accident,No promotion,RandD,low,No
0.54,0.74,3,185,4,No accident,No promotion,sales,low,No
0.55,0.92,3,151,3,No accident,No promotion,RandD,medium,No
0.65,0.79,5,233,3,No accident,No promotion,support,low,No
0.62,0.64,4,163,3,No accident,No promotion,technical,low,No
0.61,0.58,6,146,3,No accident,No promotion,sales,low,No
0.77,0.83,3,160,3,No accident,No promotion,support,low,No
0.92,0.49,5,259,3,Accident,No promotion,support,medium,No
0.97,0.87,2,175,6,No accident,No promotion,support,high,No
0.96,0.97,6,137,10,No accident,No promotion,sales,low,No
0.52,0.54,5,239,3,No accident,No promotion,support,medium,No
0.99,0.68,4,235,3,No accident,No promotion,product_mng,low,No
0.53,0.81,3,275,2,No accident,No promotion,technical,low,No
0.49,0.99,4,258,3,Accident,No promotion,sales,low,No
0.57,0.98,3,214,2,No accident,No promotion,technical,medium,No
0.5,0.57,3,219,3,No accident,No promotion,sales,medium,No
0.92,0.56,5,197,2,Accident,No promotion,product_mng,medium,No
0.85,0.51,3,242,3,No accident,No promotion,hr,medium,No
0.57,0.72,4,221,3,No accident,No promotion,accounting,medium,No
0.29,0.39,6,105,6,No accident,No promotion,technical,medium,No
0.71,0.37,2,179,5,No accident,Promotion,support,low,No
0.52,0.62,3,179,3,No accident,No promotion,sales,high,No
0.66,0.73,5,249,2,No accident,No promotion,support,medium,No
0.17,0.93,6,192,4,No accident,No promotion,technical,low,No
0.62,0.91,3,133,3,No accident,No promotion,RandD,medium,No
0.49,0.99,5,262,2,Accident,No promotion,sales,medium,No
0.53,0.75,6,192,6,No accident,No promotion,hr,medium,No
0.68,0.93,4,179,2,No accident,No promotion,sales,medium,No
0.63,0.83,4,159,2,No accident,No promotion,marketing,low,No
0.73,0.55,4,267,3,No accident,No promotion,sales,low,No
0.16,0.73,6,170,3,No accident,No promotion,technical,low,No
0.58,0.96,3,202,2,No accident,No promotion,technical,medium,No
0.97,0.93,2,160,6,No accident,No promotion,technical,medium,No
0.71,0.71,4,221,3,No accident,No promotion,technical,low,No
0.68,0.44,5,165,3,No accident,No promotion,RandD,medium,No
0.74,0.94,4,157,2,No accident,No promotion,sales,medium,No
0.2,0.59,6,113,3,No accident,No promotion,management,high,No
0.52,0.83,4,180,2,No accident,No promotion,support,medium,No
0.8,0.9,4,211,8,No accident,No promotion,accounting,medium,No
0.47,0.43,4,246,3,No accident,No promotion,support,low,No
0.5,0.73,5,165,2,No accident,No promotion,accounting,low,No
0.85,0.79,4,138,2,No accident,No promotion,technical,medium,No
0.36,0.94,3,113,5,Accident,No promotion,technical,medium,No
0.98,0.49,3,199,10,No accident,No promotion,technical,medium,No
0.67,0.55,3,175,2,No accident,No promotion,IT,medium,No
0.27,0.96,3,255,4,No accident,No promotion,sales,low,No
0.68,0.97,5,207,4,Accident,No promotion,RandD,low,No
0.51,0.58,4,140,2,Accident,No promotion,product_mng,low,No
0.91,0.56,4,241,2,No accident,No promotion,IT,low,No
0.96,0.7,3,169,3,No accident,No promotion,support,high,No
0.63,0.55,3,160,3,No accident,No promotion,sales,low,No
0.87,0.57,4,231,4,No accident,No promotion,technical,medium,No
0.77,0.49,2,286,7,No accident,No promotion,marketing,low,No
0.74,0.94,3,132,3,No accident,No promotion,accounting,medium,No
0.93,0.6,4,184,3,No accident,No promotion,sales,medium,No
0.71,0.59,4,143,2,No accident,No promotion,hr,medium,No
0.52,0.55,3,225,2,No accident,No promotion,technical,low,No
0.94,0.86,3,221,3,Accident,No promotion,sales,medium,No
0.58,0.79,3,243,3,Accident,No promotion,sales,medium,No
0.64,0.79,3,253,2,No accident,No promotion,sales,low,No
0.65,0.55,3,156,5,No accident,No promotion,marketing,low,No
0.49,0.6,4,141,3,No accident,No promotion,technical,low,No
0.84,0.67,3,139,2,No accident,No promotion,technical,low,No
0.61,0.75,3,140,3,No accident,No promotion,RandD,low,No
0.6,0.4,3,146,4,Accident,No promotion,technical,low,No
0.94,0.51,5,238,2,No accident,No promotion,sales,low,No
0.57,0.64,4,144,4,No accident,No promotion,technical,low,No
0.88,0.65,5,228,3,No accident,No promotion,sales,medium,No
0.94,0.55,5,231,2,No accident,No promotion,sales,medium,No
0.73,0.88,5,134,2,Accident,No promotion,support,low,No
0.58,0.97,3,274,4,Accident,Promotion,sales,medium,No
0.61,0.89,3,242,10,No accident,No promotion,sales,high,No
0.77,0.42,4,98,2,No accident,No promotion,sales,low,No
0.95,0.74,5,243,6,No accident,No promotion,management,medium,No
0.79,0.66,4,139,4,No accident,No promotion,support,low,No
0.53,0.51,4,174,2,No accident,No promotion,support,medium,No
0.48,0.89,3,261,2,No accident,No promotion,support,medium,No
0.95,0.74,3,139,2,No accident,No promotion,IT,medium,No
0.61,0.89,2,287,4,No accident,No promotion,sales,medium,No
1,0.79,5,171,5,No accident,No promotion,IT,medium,No
0.69,0.91,5,205,2,No accident,No promotion,IT,low,No
0.74,0.91,5,135,3,No accident,No promotion,management,medium,No
0.49,0.87,3,212,2,No accident,No promotion,product_mng,medium,No
0.67,0.55,5,193,3,No accident,No promotion,technical,low,No
0.61,0.61,4,246,2,No accident,No promotion,accounting,low,No
0.55,0.72,3,110,3,No accident,No promotion,support,medium,No
0.69,0.72,2,190,2,No accident,No promotion,technical,medium,No
0.94,0.97,2,221,2,No accident,No promotion,technical,medium,No
0.8,0.75,4,224,3,No accident,Promotion,sales,medium,No
1,0.54,3,151,2,Accident,No promotion,technical,low,No
0.64,0.59,3,174,3,Accident,No promotion,accounting,low,No
0.38,0.54,2,112,3,No accident,No promotion,marketing,medium,No
0.58,0.79,5,197,3,No accident,No promotion,RandD,medium,No
0.45,0.48,5,287,5,No accident,No promotion,support,medium,No
0.74,0.58,4,233,4,No accident,No promotion,marketing,medium,No
0.68,0.67,4,162,10,No accident,No promotion,management,high,No
0.65,0.61,5,167,8,No accident,No promotion,sales,low,No
0.79,0.59,5,197,4,No accident,No promotion,technical,medium,No
0.73,0.66,3,135,2,No accident,No promotion,sales,medium,No
0.69,0.51,3,257,3,Accident,No promotion,IT,low,No
0.78,0.53,6,168,3,No accident,No promotion,sales,low,No
0.5,0.8,3,234,3,No accident,No promotion,technical,low,No
0.16,0.42,3,182,3,Accident,No promotion,product_mng,low,No
0.64,0.38,5,171,6,Accident,Promotion,accounting,high,No
